datetime,lat,lng,stop_duration,subject_age,subject_height,subject_sex,officer_id_hash,type,violation,contraband_found,contraband_drugs,contraband_weapons,frisk_performed,search_conducted,search_person,search_vehicle,search_basis,reason_for_stop,area_risk,outcome
2018-10-08_13:06:00,-26.24225710000001,28.122826400000008,25.751757843251866,23.0,short,male,215f111799,vehicular,,,,,False,False,False,False,,,medium,citation
2010-03-28_20:43:00,-27.130115699999998,27.70056440000002,19.548864918163368,46.0,medium,female,b91c7a6f67,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,medium,warning
2010-04-05_18:19:00,-28.8071118,27.056433700000028,20.334255626441685,37.0,tall,male,286c82f645,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,very low,citation
2010-09-21_23:33:00,-26.229175999999995,28.0672287,27.825733260149047,28.0,medium,female,bfd70feda2,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,medium,warning
2011-09-29_23:08:00,-27.07084000000001,28.956208900000007,31.386534701721214,44.0,tall,male,a15c67f558,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,low,warning
2018-01-27_00:03:00,-26.162984,27.96626590000001,24.336487751870827,49.0,tall,female,3c6408aabf,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,high,warning
2010-08-04_11:00:00,-26.895781,17.322176600000006,20.105336590062034,30.0,tall,male,01aa59bb70,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2010-11-04_08:18:00,-27.530773100000005,32.45440620000001,26.9342382215692,40.0,tall,female,b5ca91d71f,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,low,citation
2011-02-14_03:28:00,-27.530773100000005,32.45440620000001,20.16534817844937,25.0,medium,female,2511466c93,vehicular,moving traffic violation,False,False,False,False,True,True,False,other,moving traffic violation,low,arrest
2013-05-21_16:40:00,-26.269987299999997,28.11558120000001,43.387681790842315,29.0,tall,male,5a96851d64,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2012-08-21_10:23:00,-26.895781,17.322176600000006,21.202222260696434,45.0,tall,male,01aa59bb70,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2016-05-24_14:05:00,-27.09048,28.886583,18.343343674685645,44.0,medium,male,85e2a530fb,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,low,citation
2012-06-02_20:10:00,-27.282930399999998,29.4183656,23.158059908941258,51.0,tall,male,12d3d862ae,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,low,warning
2010-04-20_23:12:00,-26.39990620000001,31.389837900000018,17.921863195220034,20.0,medium,male,757d5ba979,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,medium,warning
2013-12-16_11:16:00,-26.1547215,27.94194780000001,18.783461601472617,57.0,tall,female,87d131bdf1,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,very high,warning
2018-05-02_23:10:00,-26.282361199999997,28.074069300000005,25.34807089127184,24.0,medium,male,67a5c66d73,vehicular,safety violation,,,,False,False,False,False,,safety violation,medium,warning
2012-10-16_18:02:00,-26.089239899999995,27.972757200000004,13.768987815508273,32.0,medium,male,9a70a45e75,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,high,warning
2016-01-28_16:37:00,-26.200504099999996,27.82669199999998,28.71803132573756,42.0,tall,male,eacb17fe91,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,medium,warning
2011-08-24_15:35:00,-26.1745648,27.86230350000001,30.733625966938664,36.0,tall,male,0491807f2e,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,high,warning
2015-10-14_07:56:00,-26.147713699999997,28.122005000000044,31.921017687496697,33.0,tall,female,766a98473e,vehicular,safety violation,,,,False,False,False,False,,safety violation,high,warning
2013-06-18_14:42:00,-26.613766,31.221045599999982,23.479958571868426,45.0,tall,female,01aa59bb70,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2014-01-28_13:43:00,-23.356839099999995,19.490566299999998,32.50773333768564,30.0,short,male,1f5576d831,vehicular,moving traffic violation,False,False,False,False,True,False,True,consent,moving traffic violation,very low,warning
2011-09-06_16:27:00,-26.083326399999997,28.00883340000003,21.30170112028783,30.0,tall,female,4d8c33198b,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,high,citation
2013-02-07_22:57:00,-26.162127399999996,27.943672000000007,24.746131333072327,24.0,medium,male,56ee11fe67,vehicular,moving traffic violation,False,False,False,False,True,False,True,consent,moving traffic violation,very high,citation
2014-11-06_13:32:00,-27.09048,28.886583,23.375185390807626,40.0,tall,male,498350de5b,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,low,citation
2013-07-04_00:16:00,-26.1766913,27.954318000000043,29.368994851971056,31.0,tall,male,51ff126ada,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,very high,warning
2011-10-26_15:29:00,-26.174534899999998,27.883842,24.43989916361195,22.0,medium,female,21c82fd870,vehicular,seatbelt violation,,,,False,False,False,False,,seatbelt violation,high,warning
2016-12-21_17:36:00,-26.1558324,27.97135619999999,29.546034008910812,33.0,tall,male,8d7b449e86,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,high,warning
2010-12-16_03:02:00,-27.530773100000005,32.45440620000001,21.093299521120755,33.0,tall,male,2511466c93,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,low,warning
2012-12-14_08:44:00,-26.146465299999996,27.99751990000003,11.495546722214677,37.0,tall,female,71b1dbbd63,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,high,warning
2011-05-31_13:33:00,-26.3524648,29.690938099999983,30.058909735935032,33.0,medium,female,e562769ea0,vehicular,safety violation,,,,False,False,False,False,,safety violation,low,warning
2011-11-15_16:30:00,-26.530003,31.15671899999998,27.026472098343127,42.0,tall,female,d773d5ccf6,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,medium,warning
2014-03-05_07:12:00,-26.044832299999996,27.889960000000002,19.00303886170844,64.0,tall,male,96890e6273,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,high,warning
2013-07-28_01:34:00,-26.178200499999996,27.95879060000003,39.94620001661678,20.0,tall,male,05a9feba15,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,very high,warning
2017-12-15_21:15:00,-26.246884799999997,28.01723530000001,35.74607951668858,42.0,tall,male,0a70309850,vehicular,moving traffic violation,False,False,False,True,True,True,True,consent,moving traffic violation,high,arrest
2016-05-10_23:10:00,-26.171630899999997,27.958082200000007,25.083357742731163,25.0,tall,male,54f9e0de62,vehicular,safety violation,,,,False,False,False,False,,safety violation,very high,warning
2012-02-09_16:29:00,-26.022537199999995,32.3502311,24.386978202382938,39.0,tall,male,d43bc9cc6c,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,medium,warning
2011-02-13_09:17:00,-26.839437599999997,27.84014709999998,34.54986123985215,41.0,short,male,86ef2d8e42,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2014-02-26_22:38:00,-26.1243567,27.964212700000004,46.369253946143566,22.0,medium,male,769a186299,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,high,warning
2016-02-25_22:16:00,-26.192768699999995,28.030440600000006,14.04066982813599,33.0,tall,male,dc95719a9d,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,high,warning
2014-01-16_10:22:00,-26.895781,17.322176600000006,25.90178723436237,24.0,tall,male,2976e3525e,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,citation
2012-05-24_13:51:00,-26.613766,31.221045599999982,29.5417167630226,24.0,medium,male,01aa59bb70,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2011-05-03_16:36:00,-26.632420700000004,30.56564240000003,28.96077763342466,20.0,medium,female,a13c40db73,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,low,citation
2012-03-26_09:40:00,-26.895781,17.322176600000006,18.8256789237944,64.0,short,female,9d1e57a193,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2012-01-01_20:44:00,-28.1313727,29.933866800000004,23.895110413799745,32.0,tall,female,887e82c03d,vehicular,investigative stop,,,,False,False,False,False,,investigative stop,low,warning
2014-10-07_16:16:00,-26.1994648,27.82809370000001,23.300699781221184,49.0,tall,female,8563660720,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2012-01-14_23:59:00,-26.2709112,28.013838600000028,20.694090559208668,45.0,medium,male,6df99debf2,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,high,warning
2013-07-01_13:46:00,-25.500236099999995,32.264079200000026,29.244050741470254,57.0,tall,male,3b9274855e,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2014-09-29_13:20:00,-26.266782,28.102806200000003,36.75622935929226,58.0,short,male,5a96851d64,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,medium,warning
2016-07-06_15:21:00,-26.249996099999997,28.001854300000005,24.928700852882596,27.0,tall,male,be750fae9b,vehicular,registration,,,,False,False,False,False,,registration,high,warning
2018-04-01_09:32:00,-26.1514155,28.08701250000003,26.344724845323142,62.0,tall,male,3790ebbbc7,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,high,warning
2013-09-22_20:39:00,-26.640891399999987,28.972756100000026,24.13917151743338,32.0,tall,male,c1a1b04631,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,low,warning
2012-08-30_12:51:00,-26.613766,31.221045599999982,38.82748444165435,22.0,tall,male,01aa59bb70,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2018-03-30_07:45:00,-26.243174499999995,28.037795000000003,39.91577964397781,41.0,short,female,b5ca91d71f,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,high,citation
2011-08-29_20:02:00,-26.1812046,28.06368879999998,15.933173789407212,52.0,medium,male,30ee2301cb,vehicular,vehicle equipment violation,False,False,False,True,True,True,True,consent,vehicle equipment violation,high,warning
2014-10-20_14:21:00,-26.133410499999997,28.108278900000016,21.64643992489898,41.0,tall,female,93ef5d6182,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,high,warning
2013-11-14_14:50:00,-26.895781,17.322176600000006,24.37192427359998,51.0,tall,male,9d1e57a193,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,medium,warning
2012-02-08_22:10:00,-27.077846799999996,24.94762679999998,33.927705307937636,36.0,tall,female,c213187829,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,low,warning
2017-07-11_15:52:00,-26.152995299999986,27.915944900000028,29.162941593096882,33.0,medium,male,f18b2724d9,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,high,warning
2013-11-19_12:52:00,-25.981701,32.51330300000001,27.65786161627722,33.0,tall,male,3800f77872,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2012-10-10_21:36:00,-27.0820284,24.93257940000001,35.87937521021661,45.0,tall,male,db192e186d,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,low,warning
2013-02-04_14:10:00,-26.895781,17.322176600000006,32.30844858079228,24.0,short,male,01aa59bb70,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2015-02-28_03:52:00,-26.273192899999998,27.990048400000006,24.445703350365577,36.0,tall,male,8f72e1eb24,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,high,warning
2012-05-10_14:01:00,-26.895781,17.322176600000006,27.985499843121026,27.0,tall,male,01aa59bb70,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2013-07-14_10:51:00,-26.201369299999996,27.82329910000003,32.240582225983744,31.0,tall,female,96ed2ac24f,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,medium,warning
2010-01-20_22:21:00,-26.839437599999997,27.84014709999998,15.163191404964115,18.0,tall,female,eeee4f9bb9,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2012-01-25_08:55:00,-26.895781,17.322176600000006,43.22225041130085,53.0,tall,male,daac2de4a2,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,citation
2013-03-14_00:07:00,-27.1427914,28.61691709999998,27.54705455743205,29.0,medium,male,56ee11fe67,vehicular,registration,,,,False,False,False,False,,registration,low,warning
2014-12-01_22:44:00,-26.12229,27.94438160000003,15.620048702816375,30.0,medium,female,3b8237be67,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,high,warning
2015-09-15_14:14:00,-26.285224200000002,28.08212590000001,23.225959151195234,46.0,short,male,d098ec755c,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,citation
2012-12-18_13:40:00,-27.170718899999997,29.849324300000006,32.775430036844504,30.0,tall,male,9d1e57a193,vehicular,moving traffic violation,False,False,False,False,True,False,True,consent,moving traffic violation,low,warning
2014-02-24_17:39:00,-26.171355,27.928137300000003,23.075235311453174,28.0,medium,male,3dc0ec0fc0,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,very high,citation
2011-02-18_04:05:00,-27.530773100000005,32.45440620000001,31.088165956885042,41.0,tall,male,2511466c93,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,low,warning
2010-05-25_05:30:00,-27.1707172,29.849321100000026,20.146377288340886,40.0,tall,male,e077a1b1fb,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,low,warning
2017-01-20_14:18:00,-26.245686399999997,27.960120599999982,21.31740368396861,27.0,tall,male,b908cb6e33,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,high,warning
2010-11-04_09:04:00,-26.038489499999997,26.39542440000001,23.318241389652478,18.0,tall,female,a341fcca8c,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,low,warning
2012-02-15_09:35:00,-26.895781,17.322176600000006,32.82267494547121,30.0,short,female,01aa59bb70,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2012-04-03_12:58:00,-26.613766,31.221045599999982,28.978425786180306,22.0,tall,male,01aa59bb70,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2010-08-26_03:13:00,-27.530773100000005,32.45440620000001,27.708576063378313,33.0,tall,male,2511466c93,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,low,warning
2015-07-28_00:30:00,-26.200504099999996,27.82669199999998,22.5029997903075,64.0,tall,male,aaec21c32e,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,medium,warning
2014-06-16_17:52:00,-26.1490552,27.905737300000027,23.931527994037054,20.0,medium,female,f9d7f04fc0,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,high,warning
2013-10-30_10:15:00,-27.253869,27.29146240000003,31.479780777328397,66.0,tall,male,3800f77872,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2012-02-09_05:13:00,-26.1784941,29.25687800000003,25.979643304900545,53.0,medium,male,56ee11fe67,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,low,warning
2010-10-07_08:00:00,-26.145700999999995,27.887011,23.81807998191037,38.0,medium,male,9edafecd50,vehicular,vehicle equipment violation,False,False,False,False,True,True,False,other,vehicle equipment violation,high,arrest
2010-11-11_23:50:00,-25.9969811,32.4205934,31.073979186034336,56.0,tall,male,8a240b02b9,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,medium,warning
2011-08-23_14:32:00,-26.3535496,26.44051070000002,29.915640418592215,33.0,medium,male,df54250e36,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2018-11-18_22:03:00,-26.24145089999999,28.012942200000026,20.052566922682526,23.0,tall,male,bdba73f50a,vehicular,registration,,,,False,False,False,False,,registration,high,warning
2013-10-17_09:50:00,-26.0917361,27.993492300000028,18.12836351421932,64.0,tall,male,79af04892d,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,high,citation
2012-12-05_17:52:00,-26.25288189999999,28.004380000000026,26.99029015971291,26.0,medium,female,ca70dcb8f6,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,high,warning
2010-11-20_00:24:00,-26.1945232,27.954716199999964,29.361997966059235,28.0,medium,female,2b7a7efb70,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,very high,warning
2011-12-31_19:27:00,-26.283136,28.050576600000028,20.042035802848904,37.0,medium,female,ce1cf9d519,vehicular,investigative stop,,,,False,False,False,False,,investigative stop,medium,warning
2015-11-20_04:54:00,-26.177056199999996,27.877791099999982,41.122093233488386,30.0,short,female,4c7e26f974,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,high,warning
2017-03-01_18:57:00,-26.2808178,28.078249400000004,19.372361487915036,48.0,medium,female,702f17e184,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,medium,warning
2011-06-22_18:23:00,-27.2044961,25.103575700000007,23.195728452629577,35.0,short,male,3316885e7f,vehicular,safety violation,,,,False,False,False,False,,safety violation,low,citation
2017-02-08_22:44:00,-26.157265699999996,28.12642059999999,24.581077072737504,32.0,tall,female,30042afedf,vehicular,vehicle equipment violation,True,True,False,False,True,True,True,other,vehicle equipment violation,high,arrest
2010-12-30_09:26:00,-28.8071118,27.056433700000028,46.778633559168846,37.0,tall,male,41c8075306,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,very low,citation
2015-07-17_13:36:00,-26.1728976,27.8956948,23.819307310204515,63.0,tall,male,a70d3cbc7c,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,high,warning
2015-04-01_18:01:00,-26.152762899999992,28.12570550000001,34.63267794940549,63.0,tall,female,af2e0d95c8,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,high,warning
2011-11-04_05:01:00,-26.083326399999997,28.00883340000003,36.44571535649323,42.0,tall,male,23dde6f49b,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,high,warning
2012-05-10_13:06:00,-26.895781,17.322176600000006,23.909703232701407,63.0,medium,male,01aa59bb70,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2012-04-20_15:35:00,-26.207926,28.027581000000026,20.90348297756475,39.0,short,male,4d037c592b,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,high,citation
2012-12-03_13:00:00,-26.095037799999986,28.001629800000003,21.250153262878303,52.0,tall,female,b5ca91d71f,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,high,warning
2013-04-15_10:30:00,-27.192982399999998,24.699462300000008,20.5737147894553,34.0,medium,female,9d1e57a193,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,low,warning
2010-04-28_05:40:00,-26.284610999999998,28.01674890000001,20.112962220149644,28.0,tall,male,0953960bcf,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,high,warning
2010-04-15_11:28:00,-25.975478099999997,25.730462000000003,23.618780124413284,42.0,tall,male,5a2f1d4986,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,low,citation
2012-04-16_17:56:00,-26.895781,17.322176600000006,19.0094741481272,17.0,tall,female,01aa59bb70,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2016-11-27_02:32:00,-26.6356515,36.15539860000003,22.82595453998212,29.0,tall,male,401baa3680,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,low,warning
2013-04-09_02:11:00,-22.147031999999996,3.6795319000000006,26.9422659050632,19.0,tall,male,4c7e26f974,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,very low,warning
2012-03-14_00:08:00,-26.285224200000002,28.08212590000001,20.140822554151082,23.0,tall,female,6ba69dfb34,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,medium,warning
2013-09-18_01:52:00,-25.6550205,31.983167200000025,24.871107901981826,28.0,medium,male,77d95dd102,vehicular,moving traffic violation,False,False,False,True,True,True,True,other,moving traffic violation,medium,arrest
2010-04-23_20:28:00,-26.199730199999998,27.830245000000005,20.183243928650036,38.0,medium,female,3c72ff8fdc,vehicular,investigative stop,,,,False,False,False,False,,investigative stop,medium,warning
2013-09-30_08:39:00,-26.613766,31.221045599999982,14.253310579820328,24.0,tall,female,01aa59bb70,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2011-01-31_21:52:00,-26.839437599999997,27.84014709999998,31.265494238583095,17.0,tall,female,41c8075306,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,citation
2010-03-06_15:47:00,-25.982397499999998,32.390022200000004,28.737536966335608,30.0,medium,male,6484d713a0,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,medium,warning
2013-08-16_10:17:00,-27.1707184,29.849323500000025,23.34091406964441,27.0,medium,female,c4f63928e2,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,low,warning
2010-11-10_01:23:00,-27.530773100000005,32.45440620000001,32.406587975232966,26.0,tall,female,2511466c93,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,low,warning
2013-04-25_14:22:00,-23.2245554,20.256610300000006,34.540204232807625,37.0,medium,female,a54a9306e5,vehicular,registration,,,,False,False,False,False,,registration,very low,warning
2013-11-25_09:13:00,-26.947583,30.342873400000016,37.60611653929622,21.0,short,male,a025a02b60,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,low,warning
2016-01-29_02:27:00,-26.177304999999997,28.104296000000005,17.575386879037108,16.0,tall,male,a1bdf5c653,vehicular,moving traffic violation,False,False,False,True,True,True,True,other,moving traffic violation,high,arrest
2015-02-27_21:56:00,-26.172214099999998,28.094674700000027,16.218068397886995,26.0,tall,male,ebfe43e91e,vehicular,safety violation,,,,False,False,False,False,,safety violation,high,warning
2013-12-03_14:34:00,-27.1707184,29.849323500000025,40.27793358374781,52.0,tall,male,c4f63928e2,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,low,warning
2015-12-21_11:05:00,-26.1360355,27.962580000000003,17.869238412661495,67.0,medium,female,6c2a04c6f9,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,high,warning
2015-10-09_11:45:00,-26.209959599999998,30.076572999999982,14.843009248746505,55.0,tall,male,498350de5b,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,low,citation
2018-02-04_07:24:00,-26.20325379999999,28.018982800000003,33.18488857268322,35.0,tall,male,06fb1827d3,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,high,warning
2012-12-21_19:10:00,-27.3400424,29.379649200000017,24.668594969359983,28.0,medium,female,22bf002bac,vehicular,safety violation,,,,False,False,False,False,,safety violation,low,citation
2011-11-23_13:46:00,-26.1390757,28.114805599999983,36.80947123297047,39.0,tall,male,a3f840e016,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,high,warning
2012-10-29_10:50:00,-26.895781,17.322176600000006,18.69710803325811,57.0,medium,male,9d1e57a193,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2014-12-11_17:21:00,-26.2238555,27.9140182,22.370357794374858,68.0,tall,male,67529ca24c,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,very high,warning
2012-02-04_18:53:00,-26.142357700000005,27.931625300000007,36.538156554401674,30.0,medium,female,298910bcb9,vehicular,safety violation,,,,False,False,False,False,,safety violation,high,warning
2017-05-26_00:21:00,-26.2569187,28.047891099999987,26.101831845923904,53.0,medium,female,4ab7251c91,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,high,warning
2010-01-11_23:28:00,-27.130115699999998,27.70056440000002,26.06541410921325,21.0,medium,female,3607f2fc8c,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2014-06-12_15:13:00,-26.1275701,27.990881799999983,31.897857859471596,37.0,tall,male,ec7adf5a98,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,high,warning
2014-04-21_16:43:00,-26.275937,28.067087000000043,36.00141831422154,24.0,tall,male,e05e99c1e2,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,citation
2010-12-01_06:02:00,-27.130115699999998,27.70056440000002,35.198102121359064,38.0,medium,male,09ff8e8092,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2018-06-03_00:33:00,-26.130763399999992,27.9062574,26.00152860205326,64.0,medium,male,390ca70299,vehicular,vehicle equipment violation,False,False,False,False,True,True,False,other,vehicle equipment violation,high,arrest
2012-08-05_19:36:00,-26.200504099999996,27.82669199999998,17.819091561936812,41.0,tall,female,0cd91b7f91,vehicular,seatbelt violation,,,,False,False,False,False,,seatbelt violation,medium,citation
2012-10-25_08:42:00,-26.895781,17.322176600000006,26.796401305354095,35.0,tall,male,85402489a1,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2014-01-14_05:42:00,-26.1465624,27.98514480000003,43.19496142441754,57.0,tall,male,b9f747e548,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,high,warning
2016-07-31_08:15:00,-26.119639,27.952936500000007,24.987853176084922,31.0,tall,female,5b7e6625ce,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,high,warning
2017-09-03_03:56:00,-26.213284299999998,27.80677990000001,23.584722459345585,49.0,tall,male,e143bf684a,vehicular,moving traffic violation,False,False,False,False,True,True,False,other,moving traffic violation,medium,arrest
2010-11-03_01:01:00,-26.254014999999995,27.808702200000027,34.06015629697488,21.0,medium,male,f9d7f04fc0,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2010-08-26_17:46:00,-26.191918,28.00017530000001,22.43780343818336,51.0,medium,female,c50b6226fb,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,high,warning
2017-06-02_17:33:00,-26.2531375,27.784705300000027,18.281364962901254,29.0,tall,female,c4184931e7,vehicular,vehicle equipment violation,,,,False,False,False,False,,vehicle equipment violation,medium,warning
2011-01-12_11:58:00,-26.618815399999995,25.642435000000006,30.823541159558946,32.0,short,male,494b82fb22,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,low,citation
2013-12-03_12:40:00,-27.192982399999998,24.699462300000008,18.258564487887263,43.0,tall,female,01aa59bb70,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,low,warning
2017-07-10_16:02:00,-26.223152999999996,27.79788409999999,25.058515967915056,44.0,medium,male,cf72c2298a,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
2010-11-24_08:47:00,-26.172055899999997,27.890112000000002,26.41387001151709,37.0,short,male,cccd043657,vehicular,moving traffic violation,False,False,False,True,True,True,True,consent,moving traffic violation,high,citation
2016-01-18_05:17:00,-26.134912199999995,27.986904800000005,23.34131897900279,29.0,medium,male,4ae38b4239,vehicular,safety violation,,,,False,False,False,False,,safety violation,high,warning
2011-01-14_09:00:00,-26.895781,17.322176600000006,31.93899725604931,35.0,tall,female,6074f7bab3,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,citation
2013-07-01_08:43:00,-26.613766,31.221045599999982,32.91843956582222,24.0,tall,female,01aa59bb70,vehicular,moving traffic violation,,,,False,False,False,False,,moving traffic violation,medium,warning
