datetime,lat,lng,precinct,stop_duration,subject_age,subject_height,subject_sex,officer_id_hash,type,violation,contraband_found,contraband_drugs,contraband_weapons,frisk_performed,search_conducted,search_person,search_vehicle,reason_for_stop,area_risk,outcome
2018-04-09_20:51:00,-26.179729799999997,27.87264089999998,1.0,23.786741365172013,21.0,medium,male,f1c025f95c,vehicular,vehicle equipment violation,False,False,False,True,True,True,True,vehicle equipment violation,medium,warning
2016-06-19_17:05:00,-26.151851299999997,27.935399800000027,6.0,30.51937655895464,25.0,medium,male,d8d85bf873,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,high,warning
2014-04-18_20:11:00,-26.1547111,27.937388099999964,6.0,26.251529228944417,42.0,medium,female,be750fae9b,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,high,warning
2016-08-28_20:43:00,-26.202831499999995,28.022735000000026,5.0,30.607065531348557,43.0,tall,female,7dbf1da87e,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,medium,warning
2010-06-29_11:50:00,-26.2580951,28.09384800000001,5.0,20.7978475310713,32.0,short,female,4d037c592b,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,medium,citation
2011-04-28_20:49:00,-27.09048,28.886583,3.0,18.03105896220885,18.0,tall,male,41c8075306,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,very low,citation
2018-03-10_03:36:00,-26.2125779,27.806993300000002,1.0,25.129455573042993,44.0,tall,male,78dfda5581,vehicular,vehicle equipment violation,False,False,False,False,True,True,False,vehicle equipment violation,medium,arrest
2010-07-02_23:35:00,-26.1499746,27.920217000000008,6.0,36.422094954439544,19.0,medium,male,c62b871736,vehicular,vehicle equipment violation,False,False,False,True,True,True,True,vehicle equipment violation,high,warning
2012-09-26_08:03:00,-26.196984399999998,27.9327476,8,17.644897682964412,23.0,tall,female,cfa3f85a33,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,warning
2010-04-24_21:48:00,-26.198242399999998,27.951029500000004,8.0,30.906404906303482,26.0,tall,male,41dfc9efaf,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,warning
2015-01-30_20:10:00,-26.119069299999985,27.996940900000027,2,26.17209235247135,64.0,medium,female,02e814e499,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,high,warning
2015-02-12_15:45:00,-26.149223,27.9958905,2.0,16.11449656881161,56.0,tall,male,8d7b449e86,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,high,warning
2018-01-22_00:59:00,-26.1776136,27.929932400000027,8.0,35.118015361628366,21.0,tall,male,c75c3c403c,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,warning
2010-03-27_19:38:00,-26.177486699999996,27.964225599999992,5.0,22.883719853279484,39.0,medium,female,a2fbbbd9d6,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,very high,warning
2013-11-25_17:19:00,-26.257663199999996,28.083149600000027,3.0,39.494792395955464,30.0,tall,male,6f35d16bdf,vehicular,seatbelt violation,,,,False,False,False,False,seatbelt violation,medium,warning
2010-05-31_08:22:00,-26.248166599999998,27.773151000000027,1.0,22.15751395769985,74.0,tall,male,65d5d978b1,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,medium,warning
2011-07-16_16:55:00,-26.17294420000001,27.93661800000001,8.0,17.307871555518926,18.0,tall,male,b1a0b13693,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,warning
2017-02-02_00:17:00,-26.1460626,28.120001700000003,5.0,34.60236991378434,37.0,tall,male,fb75cd4829,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,medium,warning
2010-09-12_20:20:00,-26.124101699999997,27.961409599999982,2,19.771990570480394,20.0,medium,male,a5bc6d878f,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,high,warning
2014-04-29_10:45:00,-26.2835429,28.075369600000002,3.0,14.744554329612551,27.0,medium,male,1ac0d6e95a,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,medium,warning
2017-10-31_10:46:00,-26.1163915,28.132269100000002,5.0,26.467409784740855,21.0,medium,female,6472120f50,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,medium,warning
2015-06-11_09:50:00,-26.0644164,27.99071329999998,7,39.742744528750826,29.0,tall,male,6761423fb7,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,citation
2010-04-06_17:02:00,-28.8071118,27.056433700000028,5.0,24.215057392808184,47.0,medium,male,41c8075306,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,very low,citation
2012-06-02_09:26:00,-26.602446399999998,27.769506700000008,8,32.85066956950731,20.0,medium,male,41c8075306,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,low,warning
2011-04-28_01:36:00,-27.530773100000005,32.45440620000001,8.0,25.542472127131596,29.0,tall,male,2511466c93,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,low,warning
2012-03-14_11:16:00,-26.602446399999998,27.769506700000008,8.0,35.36973782624095,52.0,tall,male,41c8075306,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,low,citation
2015-06-10_07:24:00,-26.602446399999998,27.769506700000008,8.0,30.175519598418617,45.0,tall,female,1b56d08e5c,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,low,warning
2018-08-10_12:08:00,-26.2588795,27.7829313,1.0,13.62674115584494,58.0,tall,male,5905836fa2,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,medium,warning
2018-03-26_16:53:00,-26.1434074,27.982858400000026,2.0,23.270060206880974,39.0,tall,female,3f791dfbd2,vehicular,registration,,,,False,False,False,False,registration,high,warning
2011-07-09_03:42:00,-26.1563776,27.921637800000028,6,22.478487521831365,38.0,medium,female,fb499377e5,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,high,warning
2010-04-06_13:15:00,-26.326811399999997,30.38723540000001,8.0,55.05766855015904,26.0,tall,male,ccda12115e,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,low,citation
2012-02-27_09:55:00,-26.602446399999998,27.769506700000008,4,21.614531399321386,35.0,short,female,f87ffe9d54,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,low,citation
2013-06-06_13:19:00,-26.2204002,28.00979790000001,3.0,13.163028179230825,33.0,medium,male,d098ec755c,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,medium,citation
2012-06-08_19:57:00,-26.182450099999997,27.971398300000004,3.0,25.42734959482803,35.0,medium,male,598c9e4d31,vehicular,seatbelt violation,,,,False,False,False,False,seatbelt violation,very high,warning
2011-02-21_08:10:00,-27.530773100000005,32.45440620000001,8.0,28.830760051749095,40.0,tall,male,2c5a97d325,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,low,warning
2013-03-08_13:30:00,-26.095037799999986,28.001629800000003,2.0,34.58517723684437,28.0,tall,female,79af04892d,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,warning
2012-08-25_02:12:00,-26.1709745,27.9541502,4.0,31.11378427399632,24.0,short,male,4a107ef3da,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,very high,warning
2016-11-03_23:30:00,-26.245897499999998,28.03088099999998,3.0,25.711075949921852,27.0,tall,male,c4348d7474,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,high,warning
2017-02-04_01:06:00,-26.08547589999999,28.007531400000005,7.0,25.302917747793643,25.0,tall,male,418a0e7b7c,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,high,warning
2010-09-09_02:22:00,-26.260165399999998,28.034181100000026,3.0,24.403935257930595,22.0,tall,male,4fcaf362c6,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,warning
2016-06-28_10:10:00,-26.267009799999997,28.08506150000001,3.0,33.928146010551345,16.0,short,male,19615fa2af,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,medium,warning
2015-11-16_20:16:00,-26.134278499999986,27.953310700000017,6.0,24.800041483428355,32.0,medium,male,ea3413a239,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,warning
2011-07-29_09:02:00,-26.602446399999998,27.769506700000008,8.0,28.074032661772858,39.0,tall,male,6074f7bab3,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,low,citation
2018-02-14_16:03:00,-26.1494856,27.91285800000003,6.0,15.229036476064726,64.0,medium,male,868a3ce961,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,high,warning
2011-10-20_16:45:00,-26.275682599999996,27.74169909999999,1.0,33.4470283421856,30.0,tall,male,c9f0dea477,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,medium,citation
2018-06-21_19:28:00,-26.1954347,27.95053709999999,8.0,24.316842419419608,20.0,tall,female,c75c3c403c,vehicular,safety violation,,,,False,False,False,False,safety violation,high,warning
2017-01-13_09:54:00,-26.160719799999995,27.972135400000028,2.0,10.518975536600067,51.0,tall,male,e7099bc91c,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,very high,warning
2011-07-04_12:03:00,-26.2213766,27.808066299999965,1.0,16.607309345693793,36.0,tall,male,c924618651,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,medium,warning
2012-09-06_16:06:00,-26.21385389999999,27.86167740000002,1.0,31.326697313282008,41.0,tall,male,72900f0117,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,medium,citation
2017-01-19_07:11:00,-26.1540515,27.97277210000003,2.0,40.11552438425045,29.0,medium,female,03f8fe2d63,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,very high,warning
2016-01-21_21:19:00,-26.1783035,27.946992500000007,4.0,21.003606849593407,30.0,tall,male,7e361b3cfb,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,very high,citation
2015-03-23_22:18:00,-26.2439507,27.809327900000028,1.0,19.748843884585735,32.0,tall,male,88ef34d431,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,medium,warning
2013-02-15_10:40:00,-26.240803899999996,28.10259759999998,5.0,18.947341600545958,55.0,tall,female,0e0fefbbe3,vehicular,seatbelt violation,,,,False,False,False,False,seatbelt violation,medium,warning
2013-04-25_08:36:00,-26.895781,17.322176600000006,5.0,27.8414468469586,44.0,tall,female,5966fe24c8,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,very low,citation
2013-08-26_08:14:00,-26.1251982,28.005667500000044,2.0,28.698258060686733,42.0,medium,female,77134f5a26,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,warning
2012-05-02_15:15:00,-26.129051599999997,27.990083099999964,2.0,25.23540730701375,36.0,tall,male,b5ca91d71f,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,warning
2018-04-10_11:56:00,-26.2490564,27.978403600000007,8.0,25.315190972434973,99.0,medium,female,498350de5b,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,warning
2013-08-05_10:30:00,-26.0816948,28.00531819999999,7.0,23.935899690614534,47.0,medium,female,79af04892d,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,citation
2011-11-23_08:06:00,-26.3765347,27.402524500000027,1,33.643462371102785,31.0,medium,male,b5d90ae84b,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,low,warning
2013-04-22_18:23:00,-26.14490700000001,27.938759700000006,4.0,20.976756027152202,23.0,tall,female,e5d79a47c2,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,citation
2016-07-03_00:32:00,-26.1854437,27.9168303,8.0,22.101769328377557,32.0,tall,male,eaed2169c5,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,warning
2013-05-11_21:29:00,-26.1863101,27.871691700000028,1.0,25.18946212865454,35.0,short,male,a951ba99dd,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,medium,warning
2016-05-17_00:16:00,-26.0696302,28.017144700000003,7.0,34.26314737734137,24.0,medium,male,58ae6f0919,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,warning
2011-12-30_10:48:00,-26.288043799999997,27.905190500000003,8.0,28.27183731171489,31.0,tall,female,eeb3c63112,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,high,warning
2011-10-09_17:30:00,-26.218570999999997,27.96507600000001,8.0,25.891423658352995,21.0,medium,female,b34fa4ca15,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,warning
2018-01-11_20:24:00,-26.270029799999996,28.057880600000004,3.0,17.83818322490507,31.0,medium,female,97f0bf928b,vehicular,registration,,,,False,False,False,False,registration,medium,warning
2011-03-29_00:02:00,-26.113982999999998,28.141562000000008,5.0,19.89585929356556,38.0,tall,male,adf5df7aac,vehicular,investigative stop,,,,False,False,False,False,investigative stop,medium,warning
2018-02-03_16:27:00,-26.2557818,27.808075700000003,1.0,45.44960356020879,27.0,tall,male,80cbba0ee1,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,medium,citation
2016-11-03_20:06:00,-26.602446399999998,27.769506700000008,4.0,39.64893607658169,19.0,medium,female,d3a646e989,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,low,warning
2014-05-21_05:52:00,-28.8071118,27.056433700000028,5.0,21.766770075706365,42.0,tall,male,41c8075306,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,very low,citation
2010-08-26_00:48:00,-27.530773100000005,32.45440620000001,8.0,25.75503949650248,21.0,medium,male,2511466c93,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,low,warning
2013-04-01_12:18:00,-26.207926,28.027581000000026,5.0,26.924717885536936,68.0,tall,male,e157a18d4c,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,medium,warning
2011-03-01_20:22:00,-28.8071118,27.056433700000028,5.0,22.06435258701911,34.0,tall,male,41c8075306,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,very low,citation
2010-09-16_18:13:00,-28.8071118,27.056433700000028,5,33.84613430943758,29.0,tall,male,41c8075306,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,very low,citation
2014-03-08_17:10:00,-26.192988999999997,28.005044000000026,5.0,26.9705958095646,34.0,tall,male,af2e0d95c8,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,medium,warning
2014-12-10_12:27:00,-26.1609341,27.927361700000006,6.0,24.06366560564162,76.0,medium,male,05758765d0,vehicular,safety violation,,,,False,False,False,False,safety violation,high,citation
2015-10-27_00:30:00,-26.3765347,27.402524500000027,1.0,29.424865944042164,21.0,tall,female,4c7e26f974,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,low,warning
2010-10-31_21:45:00,-26.18702360000001,27.940615000000008,8.0,27.988021598017045,29.0,medium,male,e4eb4870eb,vehicular,investigative stop,False,False,False,True,True,True,True,investigative stop,high,arrest
2014-03-24_20:45:00,-27.09048,28.886583,3.0,43.97429981829521,25.0,tall,male,a9b7a026f0,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,very low,warning
2013-07-27_08:52:00,-26.219385099999997,27.989301400000016,3.0,23.07237002575752,29.0,tall,male,83d63ba42f,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,warning
2012-02-20_21:17:00,-26.190907099999997,27.849466500000005,1.0,19.791465806755422,20.0,medium,male,ec5603edfe,vehicular,registration,,,,False,False,False,False,registration,medium,arrest
2012-06-11_12:15:00,-26.602446399999998,27.769506700000008,8.0,42.47677178495743,62.0,tall,female,39c3a6436c,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,low,citation
2017-11-20_02:15:00,-26.175387,27.943801400000027,4.0,21.756312187576427,39.0,tall,female,a83c768e12,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,high,warning
2017-05-05_20:42:00,-26.074417299999986,28.076382800000005,5.0,31.166367290751815,53.0,tall,male,b792441564,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,high,warning
2011-08-23_20:37:00,-26.1394502,27.967572500000003,2.0,20.739511917657516,21.0,medium,male,e1ce812867,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,warning
2013-11-27_09:11:00,-26.233193999999997,27.992340600000006,3.0,17.180945861043877,57.0,medium,male,6f347e0dbc,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,high,warning
2010-03-27_00:50:00,-26.178623199999997,27.9306708,8.0,21.414935526876178,21.0,short,male,6e95f38057,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,warning
2010-11-10_16:39:00,-28.8071118,27.056433700000028,5.0,26.251361943561907,46.0,tall,male,41c8075306,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,very low,citation
2012-08-19_02:37:00,-26.1806446,27.926549400000027,8.0,31.52493722291031,25.0,tall,female,82f2e31c2b,vehicular,moving traffic violation,False,False,False,False,True,False,True,moving traffic violation,high,warning
2014-08-11_05:41:00,-28.8071118,27.056433700000028,5.0,21.234164732975,26.0,tall,male,41c8075306,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,very low,citation
2018-10-09_01:51:00,-26.225202200000005,27.8615662,1.0,23.75609570850847,56.0,tall,male,a18099a66a,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,medium,warning
2010-06-07_08:10:00,-26.1338365,27.992898400000044,2.0,24.440720589546068,24.0,medium,female,6dcfd54f0d,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,citation
2016-01-13_23:19:00,-26.1041352,27.969815600000004,2.0,36.02703586216954,49.0,medium,female,9667678974,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,high,warning
2018-12-21_22:06:00,-26.095037799999986,28.001629800000003,2.0,36.84917728694083,41.0,tall,male,6216529cad,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,citation
2011-05-24_13:24:00,-26.085615899999986,27.967105200000006,7.0,32.814340466858084,47.0,medium,female,c64917c4fe,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,high,warning
2015-03-30_04:54:00,-26.279260099999995,28.08314509999998,3.0,14.546339287422846,29.0,short,female,0f15e3f7ed,vehicular,safety violation,,,,False,False,False,False,safety violation,medium,warning
2013-01-01_09:32:00,-26.0380653,27.846223600000002,6.0,31.33278131361453,33.0,tall,male,7ede7c259c,vehicular,seatbelt violation,,,,False,False,False,False,seatbelt violation,high,warning
2018-04-19_16:05:00,-26.290278099999995,27.99074780000001,8.0,31.205954418767504,32.0,tall,female,08d27b5249,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,high,warning
2015-08-12_16:24:00,-26.167376599999997,27.8575182,1.0,21.572747712228814,65.0,short,male,8563660720,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,medium,warning
2014-12-13_03:55:00,-26.1462047,27.98163959999998,2.0,43.36277310718565,32.0,medium,female,8283fd87e4,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,warning
2012-06-15_16:36:00,-26.1951184,27.945117200000027,8.0,31.610764230705946,27.0,medium,female,d944ee700d,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,high,warning
2018-02-23_07:12:00,-26.243174499999995,28.037795000000003,3.0,23.287311929911,34.0,tall,male,b5ca91d71f,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,citation
2013-12-11_11:05:00,-26.162268799999985,28.07345070000001,5.0,27.96976011942022,47.0,tall,male,099216fe9c,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,medium,warning
2010-06-24_17:44:00,-28.8071118,27.056433700000028,5.0,30.301681492810765,18.0,tall,female,41c8075306,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,very low,citation
2015-07-12_06:29:00,-26.081983299999997,28.009671000000026,7.0,22.116611447058112,31.0,medium,male,37810c10d6,vehicular,vehicle equipment violation,False,False,False,False,True,True,False,vehicle equipment violation,high,arrest
2016-05-18_03:25:00,-26.177527399999995,27.896159000000026,4.0,52.05916332309475,34.0,medium,male,d96e83cd33,vehicular,moving traffic violation,False,False,False,False,True,True,True,moving traffic violation,medium,warning
2011-02-21_09:40:00,-27.530773100000005,32.45440620000001,8.0,21.896528807598212,22.0,tall,female,2c5a97d325,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,low,citation
2011-06-17_19:06:00,-26.191249600000006,27.942238500000002,8.0,36.23702568437026,19.0,tall,male,460b31d8a1,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,warning
2010-03-18_20:24:00,-26.131553099999998,28.109800400000026,5.0,22.24609633116729,27.0,tall,male,598c9e4d31,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,medium,citation
2016-01-26_19:27:00,-26.602446399999998,27.769506700000008,3.0,23.729723287841455,30.0,tall,female,0bfa5a7f73,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,low,warning
2010-08-21_07:55:00,-26.289456099999995,27.778716300000028,1.0,17.231418940074608,52.0,tall,female,e60adece97,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,medium,warning
2012-08-20_13:00:00,-26.1865832,28.03012760000003,5.0,32.531017831580165,25.0,medium,male,41c8075306,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,medium,citation
2011-07-21_15:55:00,-26.075021199999995,28.014753900000017,7.0,22.33098401316467,49.0,medium,male,5404db019e,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,high,warning
2014-04-01_11:12:00,-26.131300500000002,27.903456000000006,6.0,16.83589702942274,39.0,medium,female,07ce593292,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,warning
2015-04-17_15:11:00,-26.102853499999995,27.894189100000006,6.0,23.576300001869036,63.0,tall,male,88c2d8920e,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,high,warning
2010-05-27_00:47:00,-26.2555441,27.809051600000004,1.0,18.920944769148857,43.0,tall,male,a78a8696a9,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,medium,warning
2010-03-24_20:59:00,-28.8071118,27.056433700000028,5.0,26.791554406370967,25.0,medium,female,41c8075306,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,very low,citation
2013-06-28_16:00:00,-26.3765347,27.402524500000027,1.0,24.863230890701402,64.0,tall,male,aec5d28f68,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,low,warning
2015-01-08_00:22:00,-26.171583499999997,27.939343800000003,4.0,29.35584577908101,57.0,tall,male,549374aca7,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,high,warning
2013-10-15_10:00:00,-26.1804598,27.97172630000003,5.0,38.58573947361407,55.0,tall,male,338229ba25,vehicular,investigative stop,False,False,False,False,True,True,False,investigative stop,very high,arrest
2013-09-16_14:03:00,-26.146883799999998,28.134799700000002,5,21.92052242371261,36.0,tall,female,83fbfcfd39,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,medium,citation
2015-02-11_03:53:00,-26.25288189999999,28.004380000000026,8.0,42.74345739254113,25.0,short,male,7e361b3cfb,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,citation
2014-12-10_16:44:00,-26.2559648,27.794692000000026,1.0,36.91976325665949,49.0,tall,male,d944ee700d,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,medium,warning
2014-09-01_13:08:00,-26.2852915,28.068438299999983,3,17.543903597264578,41.0,tall,male,43d774e2c2,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,medium,warning
2010-10-14_01:46:00,-27.530773100000005,32.45440620000001,8.0,16.52509352655551,26.0,tall,female,2511466c93,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,low,warning
2018-05-09_21:19:00,-26.15913369999999,28.129030400000005,5.0,24.66445299084714,45.0,tall,female,46729fee0f,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,medium,warning
2013-09-07_16:33:00,-26.143456299999997,28.01013709999998,2.0,26.715518602314667,22.0,medium,male,87a02eb314,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,warning
2013-04-05_00:22:00,-26.233206699999997,28.076750800000028,5.0,37.89856188386097,45.0,medium,male,4544025295,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,medium,warning
2011-09-14_10:40:00,-26.602446399999998,27.769506700000008,8.0,18.176741110911994,27.0,tall,male,19615fa2af,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,low,citation
2010-09-03_12:22:00,-26.3765347,27.402524500000027,1.0,44.52480729081869,37.0,tall,male,70f6771de0,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,low,warning
2011-05-30_17:03:00,-26.1953502,27.837856300000027,1.0,24.456462370112217,31.0,tall,female,69f5717852,vehicular,investigative stop,,,,False,False,False,False,investigative stop,medium,warning
2015-05-25_09:02:00,-26.008908499999997,27.86248829999998,6.0,20.520316159341153,45.0,tall,male,3b8237be67,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,high,warning
2012-09-07_11:30:00,-26.220171799999996,27.849212400000027,1.0,16.509530202997837,16.0,tall,female,2c5a97d325,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,medium,warning
2014-06-16_12:16:00,-26.284610999999998,28.01674890000001,8.0,25.213699120036775,41.0,short,male,871986f056,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,warning
2012-02-23_04:01:00,-26.076735999999997,28.013245800000007,7.0,31.206404047918426,43.0,short,female,c905938f10,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,high,warning
2012-03-26_13:10:00,-26.212712899999985,27.946548300000003,8.0,32.20695630479196,55.0,tall,male,2c5a97d325,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,warning
2011-04-28_03:04:00,-27.530773100000005,32.45440620000001,8.0,33.955158469996455,23.0,tall,female,2511466c93,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,low,warning
2016-01-27_16:05:00,-23.211566499999996,37.19460319999999,5.0,39.9107001004536,44.0,tall,male,dc721048d8,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,low,citation
2017-05-11_22:24:00,-26.175935199999998,27.87170109999998,1.0,31.654575323379042,67.0,short,male,e8c7fd5cb4,vehicular,safety violation,,,,False,False,False,False,safety violation,medium,warning
2012-01-24_01:19:00,-26.121589999999998,27.952650200000008,6.0,21.894677186368696,19.0,tall,female,5ae31d9ff9,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,high,citation
2012-08-16_21:13:00,-26.161628799999995,28.073103300000028,5.0,31.12300807442949,51.0,medium,female,15279c6fe5,vehicular,vehicle equipment violation,,,,False,False,False,False,vehicle equipment violation,medium,warning
2012-05-31_15:17:00,-26.3765347,27.402524500000027,1.0,30.170858847804798,38.0,tall,male,d098ec755c,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,low,citation
2015-07-20_20:33:00,-26.1975988,28.010663000000008,5.0,26.921891542290194,24.0,short,female,177b71ed10,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,medium,warning
2010-08-26_03:26:00,-27.530773100000005,32.45440620000001,8.0,36.83234830880258,45.0,medium,female,2511466c93,vehicular,moving traffic violation,,,,False,False,False,False,moving traffic violation,low,citation
2015-03-26_13:41:00,-26.14295179999999,28.098957100000007,5.0,28.143507399669126,39.0,tall,male,55206bed29,vehicular,registration,,,,False,False,False,False,registration,medium,warning
